activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18921846,[],CHEMBL4323544,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,,,CHEMBL4321825,J Med Chem,2019.0,"{'bei': '13.96', 'le': '0.26', 'lle': '2.90', 'sei': '5.84'}",CHEMBL4455718,,CHEMBL4455718,5.51,0,http://www.openphacts.org/units/Nanomolar,3156622,=,1,1,=,,IC50,nM,,3100.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,uM,UO_0000065,,3.1
,19016066,[],CHEMBL4346782,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(CNc2nc(N[C@@H](C)[C@@H](C)O)nc3c2ncn3C(C)C)cn1,,,CHEMBL4346652,J Med Chem,2019.0,"{'bei': '17.51', 'le': '0.33', 'lle': '3.50', 'sei': '6.66'}",CHEMBL4579344,,CHEMBL4579344,6.71,0,http://www.openphacts.org/units/Nanomolar,3173233,=,1,1,=,,IC50,nM,,193.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,193.0
,19027221,[],CHEMBL4348720,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,CHEMBL4346699,Eur J Med Chem,2019.0,"{'bei': '17.20', 'le': '0.32', 'lle': '2.90', 'sei': '6.94'}",CHEMBL14762,SELICICLIB,CHEMBL14762,6.10,0,http://www.openphacts.org/units/Nanomolar,3174442,=,1,1,=,,IC50,nM,,800.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,800.0
,19027222,[],CHEMBL4348720,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,,,CHEMBL4346699,Eur J Med Chem,2019.0,"{'bei': '12.88', 'le': '0.24', 'lle': '1.58', 'sei': '8.70'}",CHEMBL3301610,ABEMACICLIB,CHEMBL3301610,6.52,0,http://www.openphacts.org/units/Nanomolar,3174446,=,1,1,=,,IC50,nM,,300.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,300.0
,19258235,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '17.32', 'le': '0.34', 'lle': '3.66', 'sei': '7.39'}",CHEMBL428690,ALVOCIDIB,CHEMBL428690,6.96,0,http://www.openphacts.org/units/Nanomolar,3215308,=,1,1,=,,IC50,nM,,110.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,110.0
,19258242,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '17.83', 'le': '0.33', 'lle': '3.12', 'sei': '7.19'}",CHEMBL14762,SELICICLIB,CHEMBL14762,6.32,0,http://www.openphacts.org/units/Nanomolar,3215309,=,1,1,=,,IC50,nM,,480.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,480.0
,19258250,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '18.94', 'le': '0.39', 'lle': '3.55', 'sei': '9.00'}",CHEMBL296468,BMS-387032,CHEMBL296468,7.21,0,http://www.openphacts.org/units/Nanomolar,3215310,=,1,1,=,,IC50,nM,,62.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,62.0
,19258276,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '15.29', 'le': '0.28', 'lle': '3.18', 'sei': '6.97'}",CHEMBL4297488,CT-7001,CHEMBL4297488,6.03,0,http://www.openphacts.org/units/Nanomolar,3215317,=,1,1,=,,IC50,nM,,925.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,925.0
,19258278,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3N(C)C)nc(OC3CCN(C)CC3)nc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4454044,,CHEMBL4454044,,1,http://www.openphacts.org/units/Nanomolar,3215318,<,1,1,<,,IC50,nM,,5.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,5.0
,19258284,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(OC3CCCNC3)nc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '22.86', 'le': '0.42', 'lle': '6.71', 'sei': '10.50'}",CHEMBL4562323,,CHEMBL4562323,9.89,0,http://www.openphacts.org/units/Nanomolar,3215319,=,1,1,=,,IC50,nM,,0.13,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,0.13
,19258290,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3cccc4[nH]ncc34)nc(OC3CCCNC3)nc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4552441,,CHEMBL4552441,,0,http://www.openphacts.org/units/Nanomolar,3215320,<,1,1,<,,IC50,nM,,5.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,5.0
,19258293,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3cccc4c3cnn4C)nc(OC3CCCNC3)nc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4440386,,CHEMBL4440386,,0,http://www.openphacts.org/units/Nanomolar,3215321,<,1,1,<,,IC50,nM,,5.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,5.0
,19258296,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4555799,,CHEMBL4555799,,0,http://www.openphacts.org/units/Nanomolar,3215322,<,1,1,<,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,20.0
,19258299,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cnc(N[C@@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '23.49', 'le': '0.46', 'lle': '4.26', 'sei': '11.73'}",CHEMBL4533453,,CHEMBL4533453,7.70,0,http://www.openphacts.org/units/Nanomolar,3215323,=,1,1,=,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,200.0,20.0
,19258302,[],CHEMBL4403352,Inhibition of CDK7 (unknown origin) after 4 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1n[nH]c2ccccc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4474655,,CHEMBL4474655,,0,http://www.openphacts.org/units/Nanomolar,3215324,<,1,1,<,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,20.0
,19258305,[],CHEMBL4403352,Inhibition of CDK7 (unknown origin) after 4 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cnc(NC2CCCCC2)nc1-c1c[nH]c2cccnc12,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '23.49', 'le': '0.46', 'lle': '3.28', 'sei': '11.58'}",CHEMBL4465061,,CHEMBL4465061,7.70,0,http://www.openphacts.org/units/Nanomolar,3215325,=,1,1,=,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,20.0
,19258307,[],CHEMBL4403352,Inhibition of CDK7 (unknown origin) after 4 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '13.37', 'le': '0.25', 'lle': '1.24', 'sei': '6.58'}",CHEMBL3603847,,CHEMBL3603847,7.57,0,http://www.openphacts.org/units/Nanomolar,3215326,=,1,1,=,,IC50,nM,,27.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,27.0
,19258310,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '13.37', 'le': '0.25', 'lle': '1.24', 'sei': '6.58'}",CHEMBL4303287,,CHEMBL4303287,7.57,0,http://www.openphacts.org/units/Nanomolar,3215327,=,1,1,=,,IC50,nM,,27.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,27.0
,19258318,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '11.82', 'le': '0.22', 'lle': '0.16', 'sei': '5.83'}",CHEMBL4303279,,CHEMBL4303279,6.71,0,http://www.openphacts.org/units/Nanomolar,3215328,=,1,1,=,,IC50,nM,,194.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,194.0
,19258319,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N[C@H]2CCC[C@@](C)(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)nc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4468921,,CHEMBL4468921,,0,http://www.openphacts.org/units/Nanomolar,3215329,>,1,1,>,,IC50,nM,,200.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,200.0
,19258320,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3n[nH]c4c3CN(C(=O)N[C@H](CN(C)C)c3ccccc3)C4(C)C)c2)cc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,"{'bei': '12.69', 'le': '0.23', 'lle': '2.11', 'sei': '5.72'}",CHEMBL4434871,,CHEMBL4434871,7.70,0,http://www.openphacts.org/units/Nanomolar,3215330,=,1,1,=,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,20.0
,19258322,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3n[nH]c4c3CN(C(=O)N[C@H](CN(C)C)c3ccccc3)C4(C)C)cc2)cc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4467048,,CHEMBL4467048,,0,http://www.openphacts.org/units/Nanomolar,3215331,<,1,1,<,,IC50,nM,,100.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,100.0
,19258323,[],CHEMBL4403338,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc(C(=O)Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)cc1,,,CHEMBL4402527,Eur J Med Chem,2019.0,,CHEMBL4450322,,CHEMBL4450322,,0,http://www.openphacts.org/units/Nanomolar,3215332,>,1,1,>,,IC50,nM,,100.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,100.0
,19279484,[],CHEMBL4408770,Competitive reversible inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,,,CHEMBL4406837,Bioorg Med Chem Lett,2019.0,"{'bei': '18.75', 'le': '0.35', 'lle': '4.55', 'sei': '8.55'}",CHEMBL4297488,CT-7001,CHEMBL4297488,7.40,1,http://www.openphacts.org/units/Nanomolar,3219437,=,1,1,=,,IC50,nM,,40.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,40.0
,19279529,[],CHEMBL4408770,Competitive reversible inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,,,CHEMBL4406837,Bioorg Med Chem Lett,2019.0,"{'bei': '20.18', 'le': '0.37', 'lle': '3.28', 'sei': '9.56'}",CHEMBL1801932,,CHEMBL1801932,7.68,1,http://www.openphacts.org/units/Nanomolar,3219448,=,1,1,=,,IC50,nM,,21.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,21.0
,19279535,[],CHEMBL4408770,Competitive reversible inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,,,CHEMBL4406837,Bioorg Med Chem Lett,2019.0,"{'bei': '17.13', 'le': '0.32', 'lle': '5.01', 'sei': '5.74'}",CHEMBL1234833,,CHEMBL1234833,6.60,0,http://www.openphacts.org/units/Nanomolar,3219449,=,1,1,=,,IC50,nM,,250.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,250.0
,19476557,[],CHEMBL4479705,Inhibition of full-length recombinant human His-tagged CDK7 expressed in baculovirus expression system by Adapta assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,,,CHEMBL4477252,Bioorg Med Chem Lett,2016.0,"{'bei': '14.21', 'le': '0.28', 'lle': '2.24', 'sei': '10.48'}",CHEMBL4569508,,CHEMBL4569508,7.52,0,http://www.openphacts.org/units/Nanomolar,3256955,=,1,1,=,,IC50,nM,,30.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,30.0
,19476657,[],CHEMBL4479705,Inhibition of full-length recombinant human His-tagged CDK7 expressed in baculovirus expression system by Adapta assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,,,CHEMBL4477252,Bioorg Med Chem Lett,2016.0,"{'bei': '17.90', 'le': '0.35', 'lle': '4.13', 'sei': '9.44'}",CHEMBL4550702,,CHEMBL4550702,7.28,0,http://www.openphacts.org/units/Nanomolar,3256963,=,1,1,=,,IC50,nM,,53.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,53.0
,19476757,[],CHEMBL4479705,Inhibition of full-length recombinant human His-tagged CDK7 expressed in baculovirus expression system by Adapta assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,,,CHEMBL4477252,Bioorg Med Chem Lett,2016.0,"{'bei': '19.90', 'le': '0.38', 'lle': '5.53', 'sei': '8.13'}",CHEMBL4568087,,CHEMBL4568087,8.39,0,http://www.openphacts.org/units/Nanomolar,3256973,=,1,1,=,,IC50,nM,,4.1,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,4.1
,19476857,[],CHEMBL4479705,Inhibition of full-length recombinant human His-tagged CDK7 expressed in baculovirus expression system by Adapta assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,,,CHEMBL4477252,Bioorg Med Chem Lett,2016.0,,CHEMBL4552628,,CHEMBL4552628,,0,http://www.openphacts.org/units/Nanomolar,3256981,<,1,1,<,,IC50,nM,,10.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10.0
,20636314,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](CO)Nc1cc(NCc2ccccc2)n2ncc(C(C)C)c2n1,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '20.24', 'le': '0.38', 'lle': '3.50', 'sei': '9.61'}",CHEMBL4636757,,CHEMBL4636757,7.16,0,http://www.openphacts.org/units/Nanomolar,3473035,=,1,1,=,,IC50,nM,,70.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,70.0
,20636315,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3F)cc(NCCCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,,CHEMBL4638833,,CHEMBL4638833,,0,http://www.openphacts.org/units/Nanomolar,3473036,>,1,1,>,,IC50,nM,,1000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1000.0
,20636316,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@H](CO)CCCCCCc3cncnc3)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '15.79', 'le': '0.29', 'lle': '2.48', 'sei': '7.68'}",CHEMBL4649721,,CHEMBL4649721,7.70,0,http://www.openphacts.org/units/Nanomolar,3473041,=,1,1,=,,IC50,nM,,20.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,20.0
,20636317,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@H]3CNC[C@H]3O)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '20.65', 'le': '0.38', 'lle': '5.36', 'sei': '8.75'}",CHEMBL4637408,,CHEMBL4637408,7.57,0,http://www.openphacts.org/units/Nanomolar,3473044,=,1,1,=,,IC50,nM,,27.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,27.0
,20636318,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NCC3CCNCC3)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '17.19', 'le': '0.32', 'lle': '2.63', 'sei': '9.82'}",CHEMBL4519886,,CHEMBL4519886,6.51,0,http://www.openphacts.org/units/Nanomolar,3473047,=,1,1,=,,IC50,nM,,310.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,310.0
,20636319,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCCC[C@@H]3O)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '15.66', 'le': '0.29', 'lle': '1.73', 'sei': '8.27'}",CHEMBL4472515,,CHEMBL4472515,6.16,0,http://www.openphacts.org/units/Nanomolar,3473048,=,1,1,=,,IC50,nM,,687.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,687.0
,20636320,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '15.67', 'le': '0.29', 'lle': '1.39', 'sei': '7.70'}",CHEMBL4637421,,CHEMBL4637421,6.18,0,http://www.openphacts.org/units/Nanomolar,3473037,=,1,1,=,,IC50,nM,,654.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,654.0
,20636321,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3F)cc(NCCCCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '18.35', 'le': '0.34', 'lle': '2.64', 'sei': '9.43'}",CHEMBL4639779,,CHEMBL4639779,7.57,0,http://www.openphacts.org/units/Nanomolar,3473038,=,1,1,=,,IC50,nM,,27.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,27.0
,20636322,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)CCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '15.82', 'le': '0.30', 'lle': '2.73', 'sei': '6.46'}",CHEMBL4646646,,CHEMBL4646646,6.50,0,http://www.openphacts.org/units/Nanomolar,3473039,=,1,1,=,,IC50,nM,,320.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,320.0
,20636323,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3F)cc(N[C@@H](CO)CCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '16.85', 'le': '0.32', 'lle': '3.32', 'sei': '7.19'}",CHEMBL4633156,,CHEMBL4633156,7.22,0,http://www.openphacts.org/units/Nanomolar,3473040,=,1,1,=,,IC50,nM,,60.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,60.0
,20636324,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@@H]3C[C@@H](O)CN3)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '19.00', 'le': '0.35', 'lle': '4.63', 'sei': '8.36'}",CHEMBL4635439,,CHEMBL4635439,7.23,0,http://www.openphacts.org/units/Nanomolar,3473042,=,1,1,=,,IC50,nM,,59.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,59.0
,20636325,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1CN[C@H](CNc2cc(NCc3ccccc3)n3ncc(C(C)C)c3n2)C1,,,CHEMBL4610077,J Med Chem,2020.0,,CHEMBL4632793,,CHEMBL4632793,,0,http://www.openphacts.org/units/Nanomolar,3473043,>,1,1,>,,IC50,nM,,1000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1000.0
,20636326,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H]3CCNC[C@H]3O)nc12,,,CHEMBL4610077,J Med Chem,2020.0,,CHEMBL4646538,,CHEMBL4646538,,0,http://www.openphacts.org/units/Nanomolar,3473045,>,1,1,>,,IC50,nM,,1000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1000.0
,20636327,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@]3(O)CCNC[C@H]3O)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '19.53', 'le': '0.36', 'lle': '5.82', 'sei': '7.26'}",CHEMBL4643708,,CHEMBL4643708,7.75,0,http://www.openphacts.org/units/Nanomolar,3473046,=,1,1,=,,IC50,nM,,18.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,18.0
,20636328,[],CHEMBL4611854,Inhibition of CDK7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,,,CHEMBL4610077,J Med Chem,2020.0,"{'bei': '20.18', 'le': '0.37', 'lle': '3.28', 'sei': '9.56'}",CHEMBL1801932,,CHEMBL1801932,7.68,0,http://www.openphacts.org/units/Nanomolar,3473049,=,1,1,=,,IC50,nM,,21.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,337.0,21.0
